description,id,jobflag
"Build, develop, and test detailed personalized written solutions and prototypes.",,4
Marketing Technology Roadmaps,,4
Report Document Support Issues and Related Areas in Company CRM,,4
"Improve business awareness of existing service catalog services and potential IT services, delivering unprecedented levels of value and customer satisfaction. Support for reporting on IT budgets, costs, value and opportunities to optimize IT spending (initiatives and support services).",,4
Providing project management and change management support for large or small scale transformation projects,,4
Analyze batch application flows and set them up in LLE’s with automation.,,4
Meet with customer employees on a daily basis to understand the key issues of how they work today and identify opportunities to improve their operations and technology landscape,,4
Oversee and report on progress in completing engagements and meeting objectives,,4
Communicate key insights and findings to the product team.,,4
Completes an accurate and timely sales paperwork - documenting all estimates with any special packing and delivery instructions.,,4
The selected client partners are responsible for managing business relationships and will work closely with individuals to shape the IT project intent to develop business value-added strategies.,,4
Serves as a resource for colleagues and effectively guides less experienced team members to achieve goals.,,4
"Congratulates potential residents, completes guest card information, establishes program eligibility, determines needs and preferences, tours community and sale of specific apartments while communicating amenities and benefits, and qualified individuals Receives applications from. Prepares and qualifies applications for approval.",,4
"Attends all branch and corporate sales meetings, conferences and training seminars as needed.",,4
"Meet or exceed your company's sales metrics by capturing profitable businesses, tracking relevant productivity metrics, and coordinating activities",,4
Provide recommendations and solutions for your client using frameworks to describe your approach,,4
Answer phone and email questions from potential residents. Implements sales techniques for property period schedules. Meets potential residents and checks the availability of apartment houses based on preference and budget.,,4
"Lead the planning, management and execution of sustainable supply chain and agriculture consulting mandates with the necessary know-how and skills to ensure the most efficient and high quality implementation",,4
"Map of customer needs with capabilities provided by Utopia, potential benefits that customers will get by going with Utopia",,4
Dealing on behalf of technical and operational groups and developing an approach to the structure of transactions.,,4
Development and maintenance of territorial and business plans to achieve sales and revenue targets,,4
Donate to the Wave6 library of resources to support research delivery,,4
"Apply and develop data derivations, business transformation rules, and data requirements.",,4
Meet with an insurance officer to discuss the extent of the damages,,4
Translation and simplification of selected business requirements.,,4
Assists in the planning and implementation of property marketing and improvement in residential satisfaction. Aggressively market the property on a regular basis to generate traffic.,,4
Conducts conceptual and detailed design sessions to identify customer requirements for master data management,,4
Communicate issues with developers during testing,,4
Conversion to multichannel innovations,,4
Contribute to the development of smart shipyards,,4
Meet the service commitments of your assigned deliverables and proactively provide work status.,,4
Support for daily ERP performance for business processes and related systems,,4
Set up and have good staff and customer service partners,,4
Provides guidance and instruction for less experienced staff,,4
"Continuous improvement of features, functions and processes in order to achieve organizational goals.",,4
Building end-to-end capabilities,,4
"Analyzing client business, drawing conclusions, preparing final reports and making proposals",,4
Provides applied and business consulting services,,4
Technical design and documentation for the customized solution required by the client.,,4
Work as a gateway between clients and technical teams,,4
Work with data and analytics experts to pursue greater functionality in our data systems.,,4
Conduct design reviews on workstations and products.,,4
"This effort also includes accelerated design workshops, change management, and communication with a large number of stakeholders at various levels throughout the client.",,4
Create dashboards for presentations and implement analytical tools to power discoveries,,4
Collect and document technical requirements from customers and configure Carbon Black software to work within the capabilities of the application for those requirements. Review the configuration decisions that are available to customers and provide expertise and guidance on best practices.,,4
The candidate will be responsible for leading design discussions for implementing the Oracle Policy Automation product,,4
Do all sales and business activities with the highest degree of honesty and professionalism,,4
"Receive and prioritize claims, questionnaires, findings and other unemployment-related data.",,4
Maintain a professional look.,,4
Cultivate new and existing customer relationships to develop business opportunities,,4
Consult with pre-sales staff and channel partners to address relevant business needs,,4
Talk to developers about issues during testing,,4
Previous experience with delivery training,,4
"Support the development of improved customer opportunities in business processes, people and technology",,4
"Supports process improvement projects (models, standard terms, system upgrades, etc.) to drive organization-wide operational efficiencies and standardization",,4
"Provides technical support and leadership on HANA Cloud systems, including setting standards and requirements.",,4
"Anticipates, establishes and maintains customer relationships to create opportunities for future and sustainable businesses.",,4
"Scope includes Pyxis Regional Distribution Agreements for MMS delivery and Master Agreements for healthcare facilities, including Hospitals and Regional Networks (e.g., IDMs), non-acute facilities, etc. Excludes GPOs.",,4
"Perform regular tub updates, BSI version upgrades and SUI rate updates",,4
Understand business drivers and implementation challenges,,4
Identification of new project risks and maintenance of the project risk register in Clarity for evaluation and resolution,,4
The candidate will be responsible for leading design discussions to implement the Oracle Policy Automation product,,4
Opportunity for quick assessment of material issues based on previous experience with other projects,,4
Support young colleagues as coaches and mentors.,,4
Demonstrated leadership skills,,4
"Support new proposals, change orders, business development efforts and strategic initiatives",,4
Introduce customers to the service department staff to emphasize the quality and efficiency of service repairs and maintenance available in our expert service department.,,4
Participate in project meetings and design reviews.,,4
Ability to perform multiple tasks at the same time,,4
Work closely with commercial capital offer strategy and development to ensure the viability of proposed pricing and respective contract terms,,4
Consult our product,,4
"Examine your firewall, web, database, and other log sources to identify evidence and artifacts of malicious and hacked activity.",,4
"Supports external and internal clients that have advanced from external and internal clients by examining complex access, configuration, compliance, functionality issues; Troubleshooting using a variety of product and support applications, file archives, logs, and technical team contacts to troubleshoot reported issues. (About 50%)",,4
"End-to-end execution of the payer research projects; understand customer needs, design the questionnaire, select and propose payer archetypes that best fit customer needs, analyze payer responses, and develop results including strategic insights and recommendations.",,4
Bring all the capabilities needed to design customer-specific change and transformation execution journeys,,4
Organization of internal resources that meet the capabilities of each client,,4
"Work with stakeholders to create, formulate and communicate implementation standards to facilitate smoother processes and improve decision-making.",,4
Demonstrate homeowners with a positive proposal.,,4
Contribute to new business proposals and develop proposals,,4
"Perform regular TUB updates, BSI version updates and SUI rate updates",,4
Develop a thorough understanding of the field and the application with a focus on challenges and opportunities.,,4
Ability to make light trips as needed to meet business demands (average 20%).,,4
Maintain certificates mandated by regulations and play an active role in maintaining respiratory fitness through the Chubb Global Risk Advisors Medical Surveillance Program.,,4
Provide world class customer service and analyze the requirements to meet the sales goals,,4
Leading Engineers / Mentoring,,4
"Be an effective oral and written communicator, summarizing key concepts and issues.",,4
"Actively use the CRM system to record and maintain shopkeeper / owner information, feedback, and insights used by internal teams to achieve business success.",,4
Provide technical solutions in consultation with the technical team in agreement,,4
Share all knowledge and training with internal colleagues and teams,,4
Relates to project status and escalates problems as needed.,,4
Partner with SIS technical data engineers and software developers to ensure projects stay within the predefined range throughout the development phase.,,4
Adhere to the company's quality and business processes to follow,,4
Innovation - Work with some of our thoughtful customers to jointly innovate the next generation of data-driven products and services,,4
"Work with customer technical leads, client executives and partners to manage and deliver successful implementations of cloud solutions, becoming a reliable consultant for decision makers during engagement.",,4
"Conduct and conduct network, web application, wireless and social engineering penetration tests that can range in complexity level from simple to potentially complex",,4
"Actively develops and maintains working knowledge as a subject expert through review of medical literature, participation in professional meetings and / or other educational sites. Applies relevant clinical experience and subject matter expertise to the evaluation and adjudication of complex evidence, as it relates to the needs for support of clinical decisions. Actively develops and maintains clinical expertise with the express purpose of translating this expertise into improving or creating the content of medicines. Continues to develop and refine writing and database skills",,4
Redesign processes to invest in self-service and systems capabilities.,,4
Independently develops related forms and materials that meet regulatory and legal requirements.,,4
"Drive ongoing improvements involving partner stakeholders implementing new business system solutions, service-related processes, and supporting future growth initiatives",,4
Provide leadership during conferences and actively participate in events and meetings,,4
Contribute to the development of business rules allowing the implementation of strategies via marketing automation tools (eg Adobe),,4
"Management duties, including but not limited to business development and related HR activities",,4
"Experience of exceptional quality, achievement of sales goals and personal performance, all of which will be eligible to be rewarded with additional monetary incentives.",,4
Determine the needs and wants of each client's vehicle by asking questions and listening.,,4
From the customer legacy system to the new platform,,4
Promote value points for delivery during HR service delivery efforts,,4
Enable daily on-site meetings in the locations specified by the customer.,,4
"In addition to delivery plans, in addition to the project plan, templates and guides will include a long-term post-management plan for managing new contracts, maintaining existing contracts, contract modeling, contract variance, and pure AR logic management guidelines.",,4
Sales assistance in the qualification of customer requirement through search;,,4
Document and implement all policies and procedures that are not in place to meet PCI requirements.,,4
"Continuous increase in facilities, functions and processes to achieve organizational goals.",,4
Maintain an owner tracking system that encourages repeat business and referrals.,,4
"Make sure orders are processed timely and accurately. Fully address any order adjustments and billing corrections. Support for post-purchase ownership experience, including delivery and service planning, ordering replacement parts, and customer relationship activities.",,4
"Work with business stakeholders, operations staff, and on-shore and off-shore development teams to design, document and implement solutions that meet strategic business objectives.",,4
"Assistance in evaluation, fitment, story boarding, drafting and production of RFP / RFQ",,4
"Implement GCR products and technologies to meet customer needs. Apply GCR methodologies, company procedures, and key practices. We leverage our expertise to provide functional and technical solutions for complex customer engagement.",,4
Careful and accurate documentation of all customer inquiries and transactions.,,4
Help fill out registration forms with non-English speaking families.,,4
Notify the potential resident of the approval or rejection of the application. It helps qualified residents complete a rental agreement and collects initial rent and deposit payments. New residents assist in the relocation process.,,4
Assist your team with services now through HRSD application collection and sprint design meetings,,4
Write strong job and technical specifications for customer improvements,,4
Working on multiple projects simultaneously,,4
"Report to various executives, including account management, on strategic initiatives, which may include conference calls, emails, visits, presentations",,4
Coach and develop the skills of BOARD within the team and lead the consultants and associated consultants in the delivery of projects,,4
Create and develop dashboards and datasets that meet client needs,,4
"Assist in the implementation of the technology, supply chain, and process design of the implementation (including design plan, initial implementation).",,4
"Act as a trusted advisor to clients by leading conversations to understand, interpret, and document business analytics challenges and needs",,4
Devices and network segments within the scope of PCI,,4
"Provide product training and presentations to SMEs, IT teams, and C-Suite executives",,4
"Data review, preparation, design, integration and testing.",,4
"Introduction of GCR products and technology to meet customer needs. Use GCR methodology, company procedures and best practices. Demonstrate experience in delivering functional and technical solutions for complex customer agreements.",,4
"Creates customer loyalty and increases customer share in the portfolio through superior customer experience. Executing engagement activities in a customer communication lobby, successfully converting service into sales through internal interactions and positioning PNC products to meet customer needs. Also participates in outgoing sales calls.",,4
"Become an expert who understands solar and energy efficiency, giving you the ability to show customers how to reduce their energy costs without any additional cost.",,4
Maintains an inventory of computer parts and a log of all repairs and services performed.,,4
Work with Product Management to provide feedback on current issues,,4
Perform an analytical review of client data,,4
Responsible for meeting with key business users to understand business needs and strategies,,4
Supports the regional compliance manager with day-to-day compliance compliance to help businesses and other stakeholders.,,4
"Leverage your expertise to recommend the best solution based on requirements, budget and deadlines; Additional requirements are identified with flexibility to optimize the scope.",,4
Provide customer support until project implementation and completion,,4
Demonstrated leadership skills,,4
Provide a detailed demo of the solution / product and provide documentation / training,,4
Develop skills and knowledge by continuing education in topics related to position responsibilities,,4
"Project delivery - Participate in project planning, design and implementation to ensure the delivery of a high quality end product and user experience",,4
Control and synthesis of marketing research in relation to our customers,,4
"Be aware of incoming inventory, updated features, accessories, etc. at all times.",,4
"Investigates and resolves any customer issues in a timely manner with the supervisor, other departments and / or account managers.",,4
"To collect and integrate metadata from different locations and tools, you need to be familiar with different methods of data aggregation.",,4
Developing and running education programs at the local level to promote market growth and access to CCM therapies.,,4
"Periodically updates eGRC based on completed compliance oversight reviews, generating new ""risks"" and ""issues"" and inputs to correct action plans that the company has approved",,4
Create an exception report to identify fields with incorrect data,,4
Represent our company as a business consulting specialist. Become a trusted advisor by overseeing the technical aspects of enterprise performance management solutions,,4
Develop a detailed design and configure business rules according to your requirements,,4
To lead / lead junior engineers,,4
Continue continuous growth and support future-growth initiatives by partnering with stakeholders implementing new business system solutions and service-related processes,,4
Work with clients to verify required data items in advance,,4
Ability to follow policies and procedures; Complete administrative tasks correctly and on time,,4
Work with the client to identify opportunities that are beyond the scope of the current project.,,4
Develop and expand the technical capabilities of FMI,,4
Demonstrate and support all St. Louis Arc Diversity and Inclusion practices / initiatives,,4
"Support for setting up new CPQ / Billing systems for specific verticals, Business Line or Channel",,4
"Acquires new business by searching for new clients in the area (via phone calls, door to door, emails, letters, social media and networks)",,4
"Manages subcontractors, consultants and outsourced teams in providing IT support and change",,4
Achieves or exceeds the company's sales by achieving a profitable business,,4
Constantly looking for opportunities to increase customer satisfaction and deepen customer relationships,,4
"Manage the design, development, deployment and maintenance of connectivity between applications across the cloud and / or on it using the Dell Boomi AtomSphere (Cloud Integration, Application Installation and APIs website integration.",,4
Coordinate and facilitate between internal teams to get feedback and insight into deals and initiatives.,,4
Work with hardware and software vendors to resolve product issues and research products.,,4
"Responsible for batch execution, monitoring and support of batch cycles in multiple test environments.",,4
Supports businesses by considering requests from third parties for entertainment.,,4
"Work collaboratively in a cross-functional team including engineering, product management, partner operations, professional services, and sales.",,4
Plan and customize products to meet customer needs,,4
"Responsible for understanding business and technical issues addressed by products, including key regulations, business engines, evolving business needs, security, etc .;",,4
"Executes and writes portions of testing plans, protocols, and documentation for assigned portion of application; identifies and debugs issues with code and suggests changes or improvements.",,2
Build scalable machine learning services and data platforms,,2
Work with subject matter experts to gather requirements and use cases and design architecture and modules capable of scaling out to meet anticipated growth,,2
Recognized as a technical expert within the On-Q & Enhanced Recovery Technology Platform.,,2
Inform bidding strategy and data engineering architecture.,,2
"Demonstrate the potential to initiate, lead, and execute funding opportunities in both internal and external R&D.",,2
Derivation of optimal software architecture for new deep learning concepts,,2
Work closely with Research Scientist team members to write papers and patents,,2
Works with other machine engineering leads to continue to mature the use of machine learning within the organization.,,2
Defining data augmentation pipelines,,2
"Flexible to travel to other SEI offices in Pittsburgh and Washington, DC, sponsor sites, conferences, and offsite meetings on occasion. Moderate (25%) travel outside of your home location.",,2
Work with cloud and data architects to define robust architecture in cloud setup pipelines and work flows.,,2
"Learn about machine learning, data science, computer vision, artificial intelligence, statistics, and/or applied mathematics",,2
"Plan and build data-driven banking ecosystem, including ecosystem support models for customer experience and marketing.",,2
"Infrastructure provisioning and integration with Continuous Integration/Continuous Development (CI/CD) platforms, using existing and emerging technologies.",,2
Build API interface for AI/Client models,,2
Training high quality domain-specific models on latest GPU hardware,,2
Complete proof of concept initiatives prior to introducing significant architectural change recommendations,,2
Optimize model performance and inference speed.,,2
"Builds a deep understanding of the Company s products, services, data and customers to facilitate development of personalized and fulfilling experience.",,2
Leverage data and requirements gathered from business partners to build machine learning applications,,2
Work closely with engineering team to deliver machine learning models into production,,2
"Extend existing ML libraries and frameworks, keep abreast of developments in the field and contribute as part of development and application teams to create products and solutions from prototype to production and beyond as well as create and maintain documentation per needs.",,2
"Collaborate with functional leaders to translate business needs into differentiated products & solutions, by driving business case & proforma development.",,2
"Facilitate end to end solution design reviews with other members of the technical team that include communicating design, requirements, feature sets, functionality and limitations of systems/applications",,2
Collaborate with Data Scientists to prototype new ML approaches and design experiments for evaluation,,2
Communicate analytic solutions to stakeholders and implement improvements as needed to operational systems,,2
Evaluate accuracy and quality of the designed models as well as data sources.,,2
Guide and mentor junior engineers. Serve as team lead if appropriate.,,2
"Ensure all security, governance, and compliance standards are met.",,2
"Engineer each solution with serverless technology when possible, with maximum performance and lowest cost.",,2
"Advise and collaborate in internal partnerships to deliver accurate, available, and accessible data.",,2
Assist in coding execution engine.,,2
"Be the interface between the data warehouse and the data science team, using transformation frameworks to automate dataset generation",,2
prototype new algorithms and productionize solutions at scale,,2
Analyze data to effectively coordinate the installation of new systems or modifications to existing systems.,,2
Work with data scientists and MLE to build pipelines to train and deploy models.,,2
"Execute analytics strategy, requirements, and adapt processes as needed.",,2
Optimize vision based deep learning algorithms for edge devices,,2
"Participate in the full software development cycle: design, develop, QA, deploy, experiment, and analyze.",,2
Research and implement appropriate ML algorithms and tools,,2
"Work with cross-functional teams like Engineering, Project Management & User Experience",,2
Proactively enforce standards and best practices.,,2
Work as part of a larger development team developing autonomous vehicles,,2
Communicate clearly and effectively to technical and non-technical audiences equally well,,2
"Interface with medical coders, administrators, and physicians to understand the strengths and weaknesses of existing products and to help develop new machine learning-empowered products.",,2
Improve model ingestion and robustness at the front end of our pipeline,,2
This role bridges the gap between Software Engineer and Research Scientist.,,2
R&D lead for projects of moderate to large size & complexity.,,2
"Establish scalable, efficient, automated processes for data analyses, model development, validation and implementation",,2
"Develop and execute the Auptimizer technical roadmap including implementing ML algorithms, setting project milestones and timelines, and contributing to overall team strategy.",,2
"Participate in regular code reviews, often in a mentorship capacity",,2
Oversee all ML-related product development efforts,,2
"Regularly inform manager on progress of project, identifying risks early in the process.",,2
Testing different platform stacks for performance and efficiency,,2
"Effectively explain technical concepts at all levels in the organization, including senior managers/stakeholders",,2
Analyze and understand data sources & APIs Design and Develop methods to connect & collect data from different data sources.,,2
Keep current with the latest trends and technologies to anticipate future development needs and requirements,,2
"Work on rich, high-quality training data set creation, augmenting and annotation",,2
"Drive engineering best practices across the data team, including code reviews, testing and reproducibility",,2
Drive documentation writing with cross-functional teams,,2
Ability to work in a collaborative and team environment,,2
Improvement of existing Deep Learning software and creation of novel software tools for high performance GPU computing infrastructure,,2
"Design and build systems which improve machine learning scalability, usability, and performance.",,2
"take the lead on developing solutions refine work that you and other members of your team will execute on, and be able to break down and organize the work appropriately",,2
Create innovative solutions to meet the technical needs of customers.,,2
Design and implement feedback loop protocols for continual model updates and improvements,,2
Guide and mentor junior engineers. Serve as team lead if appropriate.,,2
Create Strategy for Analyzing and leading the ML algorithms to solve a given problem and ranking them by their success probability,,2
"Collaborate with business stakeholders, business operations, and product engineering teams in analyzing business problems, building and testing solutions and data models, and implementing the algorithms and results of the models",,2
Represent GSK externally to advance technical capability across the Industry,,2
Build prototypes to evaluate the effectiveness of technologies,,2
Develop efficient feature capabilities to support proper data extraction & curation for analytical purposes,,2
Contribute to and promote good software engineering practices across the team,,2
"Analyze highly complex business requirements, design and write technical specifications to design or redesign complex applications",,2
"Verifying data quality, and/or ensuring it via data cleaning",,2
Apply expert software development skills to a wide range of ML-related coding projects,,2
"Develop highly scalable classifiers and tools leveraging machine learning, data regression, and rules based models",,2
Directly participate throughout the entire design process,,2
Apply best practices and standard operating procedures.,,2
Analyze the quality and calibration of predictive models.,,2
Be the SQL/Python/Spark/EMR/Snowflake expert on the team and help with data wrangling,,2
Authoring and presenting design documents for various software and AI projects,,2
Participate in code reviews to ensure code quality and share best practices and experiences with the team,,2
"Demonstrate proficiency and deep knowledge in statistical machine learning methods, deep neural networks",,2
"Ensuring high quality, maintainable, tested code base",,2
Collaborate with other technology teams and architects to define and develop solutions.,,2
Develop Google Cloud Platform code to support development of healthcare specific AI models.,,2
Assess the effectiveness and accuracy of new data sources and data gathering techniques.,,2
Build and improve the machine learning models for ads targeting,,2
"Develop and deliver communication & education plans on analytic data engineering capabilities, standards, and processes",,2
Participate in cutting edge research in artificial intelligence and machine learning applications.,,2
Integrating with a diverse team to deliver in an agile-like manner,,2
"Assist in applying machine learning to solve business problems, such as identifying cyber insurance risk",,2
"Builds a deep understanding of the Company's products, services, data and customers to facilitate development of personalized and fulfilling experience.",,2
"Add more skills to the neural network, define training and validation sets; code automated tests.",,2
Analysis of current technologies and assess their fit for purpose,,2
Explore approaches to R&D challenges and develop novel ideas that could sufficiently address such challenges;,,2
Seek out which areas need what kind of data and what their analytical requirements are and work on getting that data in the correct data model,,2
"Design, develop, test, deploy, maintain and improve ML models/infrastructure and software that uses these models",,2
"Possesses in depth understanding of building streaming, ingestion, processing data pipelines.",,2
Design and develop real-time distributed systems to deliver     personalized content across the PlayStation network,,2
Develop ground breaking demos to wow your friends and win customers,,2
Coordinating and communicating with other members of the Wikimedia engineering teams on relevant projects,,2
Identify problems which can be helped by ML/distribution,,2
Demonstrate self-directed and proactive approach to tackling problems and leveraging resources.,,2
"Utilize statistical methods to process, clean and validate data for uniformity and accuracy",,2
"Develop and establish model management technology and processes for helping enable MLOps such as: measure on-going accuracy, tooling for data / model drift, etc.",,2
"Collaborate closely within an interdisciplinary team composed of scientists, developers, and drug hunters to deliver new research that meet business and product goals",,2
Apply expert software development skills to build intelligent user experiences leveraging machine learning,,2
"Design, build, deploy, monitor and support production deployment     of data science solutions",,2
"Seek out ways to automate and accelerate development of data-driven products, and then implementing them",,2
Performs other related duties and projects as business needs require at direction of management.,,2
Develop the skills of data team through mentorship and training,,2
Implementing the Scoring Platform's data intensive infrastructure and APIs,,2
"Improving the accuracy of our prediction models for transaction outcomes, like whether a payment will be accepted or declined by the card network, or disputed as fraudulent by a cardholder.",,2
Utilize machine learning models as APIs or software libraries to be integrated into a cloud application,,2
Consult inter-departmentally on new product deployments and incremental improvements,,2
"Implementing deep-learning-based classification systems for identifying, characterizing, and classifying specified features",,2
Constantly improve code quality and test coverage.,,2
Creating architectural documents and community-facing tutorials. Working with potential partners in academic/community to generate specifications which consider our open-source projects,,2
Participate in machine learning brownbag sessions and other forms of collaborative learning to keep abreast of the constant changes in Machine and Deep Learning,,2
Design and develop production ready code.,,2
Analyze and understand data sources & APIs Design and Develop methods to connect & collect data from different data sources.,,2
"Analyzing, extracting, and optimizing relevant information from     large amounts of data to help drive business decisions on product     features and operational efficiency",,2
"Gather requirements, design, develop and support machine-learning systems. Research and implement appropriate ML algorithms and tools. Design, build, and maintain data pipelines and workflows.",,2
"Establish scalable, efficient, automated processes to develop, validate, implement, and monitor machine learning models",,2
Participate in design discussions about new features and approaches to implementing new services,,2
Provid e protection of technologies & products through appropriate use of patents & trade secrets.,,2
Strong analytical and problem-solving skills,,2
"Perform R&D tasks, including the design of machine learning algorithms, design and implementation of software components/systems, as well as testing and evaluation of software components/systems;",,2
Assess / deliver on talent needs for AI/ML success,,2
Setup feedback learning loop and fine-tune behavior based on customer interactions.,,2
"Creating, implementing and deploying production level ML algorithms.",,2
Work closely with data scientists to ensure the source data is aggregated and cleansed.,,2
Lead and work with ML engineers and data scientists to build smart commerce services & ML applications.,,2
Develop software solutions & models leveraging machine learning techniques to extract insights from complicated data sets,,2
"Foster a culture of sharing, re-use, design for scale stability, and operational efficiency of data and analytical solutions",,2
Participate in software product design and planning.,,2
Has good communication skills and can express complex technical concepts in a clear and easy to understand way,,2
Ability to initiate and drive projects from conception to completion with minimal guidance.,,2
"Code software changes based on design specifications. Proactively resolve issues in specification that will lead to quality, system performance, or architectural issues in product.",,2
Combine broad and deep knowledge of relevant research domains with the ability to synthesize a wide range of requirements to make significant contributions to the feature roadmap for the applied machine learning function,,2
Work on solution performance optimization,,2
Compare results from various methodologies and recommend best techniques to stake holders,,2
Think pragmatically when introducing new technology.,,2
Expertly build and operate services within AWS.,,2
"Evangelize platform capabilties through strategic partnership, rapid prototyping of usecases.",,2
Assist in coding execution engine,,2
"Make thoughtful architectural decisions with limited information, translating business requirements into machine learning products",,2
Develop infrastructure and tools to productionize new models in a repeatable manner,,2
Design data pipelines to gather and store large quantities of cyber security data,,2
Build data pipelines that pull data from various sources,,2
Test prototypes and oversee handover to operational teams,,2
Prototyping ideas/concepts to prove a solution quickly,,2
"Exploring and visualizing data to gain an understanding of it, then identifying differences in data distribution that could affect",,2
Be a mentor to the junior associates on the team.,,2
Presenting and implementing best practices in the AI team,,2
Own the development of new software solutions & models leveraging machine learning techniques to extract insights from complicated data sets,,2
Is able to evangelize proper software development practices throughout the team,,2
Extend existing ML libraries and frameworks,,2
Manage and support the organization's cloud-based data and computing platforms and infrastructure for AI applications,,2
Define architecture and selecting appropriate runtime components to host AI/Client models,,2
Provide input to project proposals related to new technologies/innovations. Actively engage with business and technical stakeholders in design workshops and prototyping sessions. Where necessary facilitate and conduct such workshops. Capturing user requirements and translating them,,2
"Optimize and transform data science prototypes/solutions for speed, reliability, and scale",,2
"Use predictive modeling to increase and optimize customer experiences, revenue generation, ad targeting and other business outcomes.",,2
Is able to take a technical leadership role,,2
"Analyzing, extracting, and optimizing relevant information from large amounts of data to help drive business decisions on product features and operational efficiency",,2
"Design, develop, and implement novel computer vision algorithms for unique use cases.",,2
explain and present analyses and machine learning concepts to a broad technical audience,,2
Participate in our AI-related open source library/package design and implementation.,,2
Design and build the Minimum Viable Cloud Data Platform on Azure.,,2
"Collaborate closely with other experts on the team, including the planning and systems engineering team.",,2
"Work closely with data scientists, fellow ML engineers, and product management team to ensure our solutions deliver continuous values to end customers",,2
"Identify and build working relationships and partnerships with external collaborators, system vendors, and users",,2
Build high-performance ML pipelines,,2
Create data products for analytics and data scientist team members to improve their productivity,,2
Coordinate with application development teams to integrate developed models with existing applications.,,2
"Analyze data from disparate sources including images, video, radar, signals and more",,2
"Understand available data, including both in structured and unstructured formats, and recommend effective ways for storage and analytical processing in the cloud.",,2
"Build, maintain, and upgrade a platform for running machine learning models",,2
Analyzing the ML algorithms that could be used to solve a given problem and ranking them by their success probability,,2
"Verifying data quality, and/or ensuring it via data cleaning",,2
Collaborate with others in crafting and implementing your technical vision.,,2
Translate strategic analytics requirements into Analytics tools and infrastructure,,2
Code contributions to our deep learning framework,,2
Is able to work productively on a geographically distributed team,,2
"Use your strong Python coding skills to research, design, develop and expand upon algorithms that will train neural networks to deliver actionable intelligence faster and more effectively",,2
Coordinate with different functional teams to implement models and monitor outcomes.,,2
Lead development efforts to build efficient feature capabilities to support proper data extraction & curation for analytical purposes,,2
Conduct original research on critical technologies in computer vision and machine learning.,,2
Work with cloud and data architects to define robust architecture in cloud setup pipelines and work flows.,,2
Study and transform data science prototypes,,2
Integrate machine learning algorithms with other applications and services,,2
Analyze and extract relevant information from large amounts of historical data - provide hands-on data wrangling expertise,,2
"Design and develop machine learning applications and solutions tailored to machine health diagnostics, prognostics, and automation",,2
"Supervise day-to-day staff management issues, including resource management, work allocation, mentoring/coaching and other duties and functions as assigned",,2
Creating and Finding available datasets online that could be used for training,,2
Develop and maintain documentation to clarify architecture requirements and rationale,,2
"Work with camera, laser, radar, and ultrasound data and curate datasets for machine learning.",,2
Perform DevOps and orchestration for all data hub and analytical processes.,,2
"Helping define product features, drive the system architecture, and spearhead the best practices that enable a quality product",,2
Apply Machine Learning / Artificial Intelligence to retrieve relevant results with optimal ranking.,,2
Collaborate and contribute in R&D activates via high-quality and productivity scripts;,,2
Lead engagement efforts with Data Analysts & Data Scientists to deliver advanced AI/ML solutions,,2
"Drive innovation by identifying and formulating new problems, publishing papers, filing patents, etc.",,2
Drive tooling and infrastructure improvements for cloud-based ML deployments,,2
"Design and develop novel deep learning vision algorithms for object detection / segmentation, and related areas with state-of-the-art models. Be the lead and extremely hands-on at the same time.",,2
"Deal with enormous amounts of video data, and developing solutions in a distributed setting",,2
"Research machine learning (including deep learning) approaches and apply them to tackle real-world problems in construction project life cycle, including but not limited to knowledge extraction from unstructured data, construction site object detection and tracking etc.",,2
Explore the state-of-the-art technologies and apply them to deliver customer benefits.,,2
"Working in coordination with volunteer developers, editors, and researchers to understand their needs.",,2
Identify performance bottlenecks and build solutions for them,,2
"Design, implement, ship and maintain highly visible     consumer-facing features",,2
Collaborators. You're a great contributor to a high performing team that accomplishes great feats for our clients.,,2
"Work with our engineering and product teams, translating their requirements and applying the latest machine learning techniques to solve real business problems, improve our platform, and develop new capabilities",,2
"Design, build and scale Machine Learning systems across multiple domains.",,2
Work with internal clients and the Data Science team to solve problems,,2
"Design, build, deploy, monitor and support production deployment of data science solutions",,2
Address our customers' challenging mission requirement by developing new capabilities as well as making improvements to existing systems.,,2
Is curious and enthusiastic about new and unfamiliar technologies,,2
Work with a machine-learning-first mindset,,2
"Apply expertise in Machine Learning and data mining techniques: feature engineering, regression, classification, anomaly detection, time series analysis etc",,2
Develop Machine Learning pipelines,,2
"Consistently demonstrates regular, dependable attendance and punctuality.",,2
Clean & structure the data and build training & validate data sets by applying advance feature-engineering techniques.,,2
Optimize code to perform at scale,,2
Working with teams and alone to design and implement AI models,,2
"Research, design, develop, enhance, and implement the different components of machine learning compiler based on performance and code-size needs of the customer workloads and benchmarks.",,2
"Build an ad targeting system to find the most relevant users for ads through interest, keyword and audience targeting",,2
"Refine algorithms for the platform to address performance, scalability, availability and security requirements",,2
"Learn the business inside and out, interfacing with domain knowledge experts",,2
Apply software engineering best practices to the development of Auptimizer including architecting its design to writing unit tests.,,2
Complete all work in a safe manner consistent with Avanos Medical safety & quality protocols.,,2
"Participate in writing, presenting and reviewing strategic and operational reports",,2
"Deploying models to production, and showcase use case in the form of REST API",,2
"Envision, experiment, build (or discard), and deliver ML products that can disrupt the EdTech space",,2
